<<<<<<< HEAD
1.556 -1.018 0
1.558 -1.016 0
1.561 -1.013 0
1.564 -1.011 0
1.567 -1.008 0
1.57 -1.006 0
1.572 -1.003 0
1.575 -1.001 0
1.578 -0.998 0
1.581 -0.996 0
1.584 -0.993 0
1.587 -0.991 0
1.589 -0.988 0
1.592 -0.986 0
1.595 -0.983 0
1.598 -0.981 0
1.601 -0.978 0
1.604 -0.975 0
1.606 -0.973 0
1.609 -0.97 0
1.612 -0.967 0
1.615 -0.965 0
1.618 -0.962 0
1.621 -0.959 0
1.624 -0.957 0
1.627 -0.954 0
1.63 -0.951 0
1.632 -0.949 0
1.635 -0.946 0
1.638 -0.943 0
1.641 -0.94 0
1.644 -0.937 0
1.647 -0.934 0
1.65 -0.931 0
1.653 -0.928 0
1.656 -0.925 0
1.659 -0.922 0
1.662 -0.919 0
1.665 -0.916 0
1.668 -0.913 0
1.671 -0.91 0
1.674 -0.907 0
1.677 -0.904 0
1.68 -0.901 0
1.683 -0.898 0
1.686 -0.895 0
1.689 -0.891 0
1.692 -0.888 0
1.695 -0.885 0
1.697 -0.882 0
1.7 -0.879 0
1.703 -0.876 0
1.706 -0.873 0
1.709 -0.87 0
1.711 -0.867 0
1.714 -0.864 0
1.717 -0.86 0
1.719 -0.857 0
1.722 -0.854 0
1.725 -0.851 0
1.727 -0.847 0
1.73 -0.844 0
1.733 -0.841 0
1.736 -0.837 0
1.738 -0.834 0
1.741 -0.83 0
1.744 -0.827 0
1.747 -0.823 0
1.749 -0.82 0
1.752 -0.816 0
1.755 -0.813 0
1.757 -0.809 0
1.76 -0.806 0
1.762 -0.802 0
1.765 -0.799 0
1.767 -0.795 0
1.77 -0.792 0
1.773 -0.788 0
1.775 -0.785 0
1.778 -0.781 0
1.78 -0.777 0
1.783 -0.774 0
1.785 -0.77 0
1.788 -0.767 0
1.79 -0.763 0
1.793 -0.759 0
1.795 -0.755 0
1.797 -0.752 0
1.8 -0.748 0
1.803 -0.744 0
1.805 -0.74 0
1.808 -0.737 0
1.81 -0.733 0
1.812 -0.729 0
1.815 -0.726 0
1.817 -0.722 0
1.82 -0.718 0
1.822 -0.715 0
1.824 -0.711 0
1.826 -0.708 0
1.828 -0.704 0
1.831 -0.701 0
1.833 -0.697 0
1.835 -0.693 0
1.837 -0.69 0
1.839 -0.686 0
1.841 -0.682 0
1.844 -0.679 0
1.846 -0.675 0
1.848 -0.671 0
1.85 -0.667 0
1.852 -0.664 0
1.854 -0.66 0
1.856 -0.656 0
1.858 -0.653 0
1.86 -0.649 0
1.862 -0.645 0
1.864 -0.641 0
1.866 -0.638 0
1.868 -0.634 0
1.87 -0.63 0
1.872 -0.626 0
1.873 -0.623 0
1.875 -0.619 0
1.877 -0.615 0
1.879 -0.611 0
1.881 -0.607 0
1.883 -0.603 0
1.885 -0.599 0
1.887 -0.596 0
1.889 -0.592 0
1.891 -0.588 0
1.893 -0.584 0
1.895 -0.581 0
1.897 -0.577 0
1.898 -0.573 0
1.9 -0.569 0
1.902 -0.565 0
1.904 -0.562 0
1.906 -0.558 0
1.908 -0.554 0
1.91 -0.55 0
1.912 -0.546 0
1.914 -0.542 0
1.916 -0.538 0
1.918 -0.534 0
1.92 -0.53 0
1.922 -0.526 0
1.923 -0.522 0
1.925 -0.518 0
1.927 -0.514 0
1.929 -0.51 0
1.931 -0.506 0
1.933 -0.502 0
1.935 -0.498 0
1.937 -0.494 0
1.939 -0.49 0
1.941 -0.486 0
1.942 -0.482 0
1.944 -0.478 0
1.946 -0.474 0
1.948 -0.47 0
1.949 -0.466 0
1.951 -0.461 0
1.952 -0.457 0
1.954 -0.453 0
1.956 -0.449 0
1.957 -0.444 0
1.959 -0.44 0
1.961 -0.436 0
1.962 -0.432 0
1.964 -0.427 0
1.965 -0.423 0
1.967 -0.419 0
1.968 -0.414 0
1.97 -0.41 0
1.971 -0.406 0
1.973 -0.401 0
1.974 -0.397 0
1.976 -0.392 0
1.978 -0.388 0
1.979 -0.383 0
1.981 -0.379 0
1.982 -0.374 0
1.984 -0.369 0
1.986 -0.365 0
1.987 -0.36 0
1.989 -0.356 0
1.99 -0.351 0
1.992 -0.346 0
1.993 -0.342 0
1.995 -0.337 0
1.996 -0.332 0
1.998 -0.328 0
1.999 -0.323 0
2.001 -0.318 0
2.002 -0.314 0
2.003 -0.309 0
2.005 -0.305 0
2.006 -0.3 0
2.007 -0.295 0
2.009 -0.291 0
2.01 -0.286 0
2.011 -0.282 0
2.013 -0.277 0
2.014 -0.272 0
2.015 -0.268 0
2.016 -0.263 0
2.018 -0.259 0
2.019 -0.254 0
2.02 -0.249 0
2.021 -0.245 0
2.022 -0.24 0
2.024 -0.235 0
2.025 -0.231 0
2.026 -0.226 0
2.027 -0.221 0
2.028 -0.216 0
2.029 -0.212 0
2.03 -0.207 0
2.031 -0.202 0
2.032 -0.197 0
2.033 -0.192 0
2.034 -0.188 0
2.034 -0.183 0
2.035 -0.178 0
2.036 -0.173 0
2.037 -0.169 0
2.038 -0.164 0
2.039 -0.159 0
2.04 -0.155 0
2.041 -0.15 0
2.041 -0.145 0
2.042 -0.14 0
2.043 -0.135 0
2.044 -0.13 0
2.044 -0.125 0
2.045 -0.12 0
2.046 -0.115 0
2.046 -0.11 0
2.047 -0.105 0
2.048 -0.1 0
2.048 -0.096 0
2.049 -0.091 0
2.049 -0.086 0
2.05 -0.081 0
2.05 -0.076 0
2.051 -0.071 0
2.051 -0.066 0
2.052 -0.061 0
2.052 -0.056 0
2.053 -0.051 0
2.053 -0.047 0
2.054 -0.042 0
2.054 -0.037 0
2.054 -0.032 0
2.055 -0.027 0
2.055 -0.022 0
2.056 -0.018 0
2.056 -0.013 0
2.056 -0.008 0
2.057 -0.003 0
2.057 0.001 0
2.058 0.006 0
2.058 0.011 0
2.058 0.016 0
2.059 0.021 0
2.059 0.026 0
2.06 0.031 0
2.06 0.036 0
2.06 0.041 0
2.061 0.046 0
2.061 0.051 0
2.061 0.056 0
2.061 0.061 0
2.061 0.066 0
2.062 0.071 0
2.062 0.076 0
2.062 0.081 0
2.062 0.086 0
2.063 0.091 0
2.063 0.096 0
2.063 0.101 0
2.064 0.106 0
2.064 0.111 0
2.064 0.116 0
2.065 0.121 0
2.065 0.126 0
2.065 0.131 0
2.066 0.135 0
2.066 0.141 0
2.066 0.146 0
2.066 0.151 0
2.066 0.156 0
2.067 0.161 0
2.067 0.166 0
2.067 0.171 0
2.067 0.176 0
2.067 0.181 0
2.067 0.186 0
2.067 0.191 0
2.067 0.196 0
2.067 0.202 0
2.067 0.207 0
2.067 0.212 0
2.068 0.217 0
2.068 0.223 0
2.068 0.228 0
2.068 0.233 0
2.068 0.238 0
2.068 0.244 0
2.068 0.249 0
2.068 0.255 0
2.068 0.26 0
2.068 0.265 0
2.068 0.271 0
2.068 0.276 0
2.067 0.282 0
2.067 0.287 0
2.067 0.293 0
2.067 0.298 0
2.066 0.304 0
2.066 0.309 0
2.066 0.314 0
2.065 0.32 0
2.065 0.325 0
2.064 0.331 0
2.064 0.336 0
2.064 0.341 0
2.063 0.347 0
2.063 0.352 0
2.062 0.357 0
2.062 0.362 0
2.062 0.368 0
2.061 0.373 0
2.06 0.378 0
2.06 0.383 0
2.059 0.388 0
2.059 0.393 0
2.058 0.399 0
2.058 0.404 0
2.057 0.409 0
2.057 0.414 0
2.056 0.42 0
2.056 0.425 0
2.055 0.43 0
2.055 0.435 0
2.054 0.44 0
2.054 0.445 0
2.054 0.45 0
2.053 0.455 0
2.053 0.46 0
2.052 0.466 0
2.051 0.471 0
2.051 0.476 0
2.05 0.482 0
2.05 0.487 0
2.049 0.492 0
2.048 0.498 0
2.048 0.503 0
2.047 0.508 0
2.047 0.514 0
2.046 0.519 0
2.045 0.524 0
2.045 0.529 0
2.044 0.534 0
2.043 0.539 0
2.043 0.545 0
2.042 0.55 0
2.041 0.555 0
2.04 0.56 0
2.04 0.565 0
2.039 0.57 0
2.038 0.575 0
2.037 0.58 0
2.037 0.585 0
2.036 0.59 0
2.035 0.596 0
2.034 0.601 0
2.033 0.606 0
2.032 0.611 0
2.031 0.616 0
2.03 0.621 0
2.029 0.627 0
2.028 0.632 0
2.027 0.637 0
2.026 0.642 0
2.025 0.647 0
2.024 0.652 0
2.023 0.657 0
2.022 0.663 0
2.021 0.668 0
2.019 0.673 0
2.018 0.678 0
2.017 0.683 0
2.016 0.688 0
2.015 0.693 0
2.013 0.698 0
2.012 0.702 0
2.01 0.707 0
2.009 0.713 0
2.007 0.718 0
2.006 0.723 0
2.004 0.728 0
2.003 0.733 0
2.001 0.737 0
2.0 0.742 0
1.998 0.747 0
1.997 0.752 0
1.995 0.757 0
1.994 0.762 0
1.992 0.766 0
1.99 0.771 0
1.989 0.776 0
1.987 0.78 0
1.985 0.785 0
1.984 0.79 0
1.982 0.794 0
1.98 0.799 0
1.979 0.803 0
1.977 0.808 0
1.975 0.813 0
1.974 0.817 0
1.972 0.822 0
1.97 0.827 0
1.968 0.832 0
1.967 0.836 0
1.965 0.841 0
1.963 0.846 0
1.961 0.85 0
1.959 0.855 0
1.958 0.859 0
1.956 0.864 0
1.954 0.868 0
1.952 0.873 0
1.95 0.877 0
1.948 0.881 0
1.947 0.886 0
1.945 0.89 0
1.943 0.894 0
1.941 0.898 0
1.939 0.903 0
1.938 0.907 0
1.936 0.911 0
1.934 0.915 0
1.932 0.919 0
1.931 0.924 0
1.929 0.928 0
1.927 0.932 0
1.925 0.936 0
1.923 0.94 0
1.921 0.945 0
1.919 0.949 0
1.917 0.953 0
1.915 0.958 0
1.913 0.962 0
1.911 0.966 0
1.909 0.97 0
1.907 0.975 0
1.905 0.979 0
1.903 0.983 0
1.901 0.987 0
1.899 0.991 0
1.898 0.995 0
1.896 0.999 0
1.894 1.003 0
1.892 1.007 0
1.89 1.011 0
1.888 1.015 0
1.886 1.019 0
1.884 1.023 0
1.882 1.027 0
1.88 1.031 0
1.878 1.035 0
1.876 1.039 0
1.874 1.043 0
1.872 1.046 0
1.87 1.05 0
1.868 1.054 0
1.866 1.058 0
1.864 1.061 0
1.862 1.065 0
1.86 1.068 0
1.858 1.072 0
1.856 1.075 0
1.854 1.079 0
1.852 1.082 0
1.85 1.086 0
1.848 1.089 0
1.846 1.093 0
1.844 1.096 0
1.842 1.099 0
1.84 1.103 0
1.838 1.106 0
1.836 1.109 0
1.833 1.113 0
1.831 1.116 0
1.829 1.119 0
1.827 1.122 0
1.825 1.126 0
1.823 1.129 0
1.821 1.132 0
1.819 1.135 0
1.816 1.139 0
1.814 1.142 0
1.812 1.145 0
1.81 1.148 0
1.808 1.152 0
1.806 1.155 0
1.804 1.158 0
1.802 1.161 0
1.799 1.164 0
1.797 1.167 0
1.795 1.17 0
1.793 1.173 0
1.791 1.176 0
1.789 1.179 0
1.787 1.182 0
1.785 1.185 0
1.783 1.188 0
1.781 1.191 0
1.779 1.194 0
1.777 1.197 0
1.774 1.2 0
1.772 1.203 0
1.77 1.206 0
1.768 1.209 0
1.766 1.212 0
1.764 1.215 0
1.762 1.218 0
1.76 1.22 0
1.758 1.223 0
1.756 1.226 0
1.753 1.229 0
1.751 1.232 0
1.749 1.234 0
1.747 1.237 0
1.745 1.24 0
1.742 1.242 0
1.74 1.245 0
1.738 1.248 0
1.736 1.251 0
1.734 1.253 0
1.731 1.256 0
1.729 1.258 0
1.727 1.261 0
1.725 1.264 0
1.723 1.267 0
1.72 1.269 0
1.718 1.272 0
1.716 1.274 0
1.714 1.277 0
1.711 1.28 0
1.709 1.283 0
1.707 1.285 0
1.705 1.288 0
1.703 1.291 0
1.7 1.294 0
1.698 1.296 0
1.696 1.299 0
1.694 1.302 0
1.692 1.304 0
1.689 1.307 0
1.687 1.31 0
1.685 1.313 0
1.683 1.316 0
1.681 1.319 0
1.679 1.322 0
1.676 1.324 0
1.674 1.327 0
1.672 1.33 0
1.67 1.333 0
1.668 1.336 0
1.666 1.339 0
1.664 1.342 0
1.662 1.345 0
1.659 1.348 0
1.657 1.351 0
1.655 1.354 0
1.653 1.357 0
1.65 1.36 0
1.648 1.363 0
1.646 1.366 0
1.643 1.369 0
1.641 1.372 0
1.638 1.375 0
1.636 1.378 0
1.633 1.381 0
1.631 1.384 0
1.628 1.388 0
1.626 1.391 0
1.623 1.394 0
1.621 1.398 0
1.618 1.401 0
1.615 1.404 0
1.613 1.408 0
1.61 1.411 0
1.607 1.414 0
1.605 1.418 0
1.602 1.421 0
1.599 1.424 0
1.597 1.428 0
1.594 1.431 0
1.591 1.435 0
1.588 1.438 0
1.585 1.442 0
1.583 1.445 0
1.58 1.449 0
1.577 1.453 0
1.574 1.456 0
1.572 1.46 0
1.569 1.463 0
1.566 1.467 0
1.563 1.47 0
1.56 1.474 0
1.557 1.477 0
1.555 1.481 0
1.552 1.484 0
1.549 1.488 0
1.546 1.491 0
1.543 1.495 0
1.54 1.498 0
1.536 1.502 0
1.533 1.505 0
1.53 1.509 0
1.527 1.513 0
1.524 1.516 0
1.521 1.52 0
1.517 1.523 0
1.514 1.527 0
1.511 1.53 0
1.508 1.534 0
1.504 1.538 0
1.501 1.541 0
1.498 1.545 0
1.495 1.548 0
1.491 1.552 0
1.488 1.555 0
1.485 1.559 0
1.481 1.563 0
1.478 1.566 0
1.474 1.57 0
1.471 1.573 0
1.468 1.577 0
1.464 1.58 0
1.461 1.584 0
1.457 1.588 0
1.454 1.591 0
1.45 1.595 0
1.447 1.598 0
1.443 1.602 0
1.44 1.605 0
1.436 1.609 0
1.432 1.612 0
1.429 1.616 0
1.425 1.619 0
1.422 1.623 0
1.418 1.626 0
1.414 1.629 0
1.411 1.633 0
1.407 1.636 0
1.403 1.64 0
1.4 1.643 0
1.396 1.647 0
1.392 1.65 0
1.388 1.654 0
1.385 1.657 0
1.381 1.66 0
1.377 1.664 0
1.374 1.667 0
1.37 1.671 0
1.366 1.674 0
1.362 1.677 0
1.359 1.681 0
1.355 1.684 0
1.351 1.687 0
1.347 1.691 0
1.344 1.694 0
1.34 1.697 0
1.336 1.7 0
1.333 1.704 0
1.329 1.707 0
1.326 1.71 0
1.323 1.712 0
1.319 1.715 0
1.316 1.718 0
1.312 1.721 0
1.309 1.724 0
1.305 1.727 0
1.302 1.73 0
1.298 1.732 0
1.295 1.735 0
1.291 1.738 0
1.287 1.741 0
1.284 1.744 0
1.28 1.747 0
1.277 1.749 0
1.273 1.752 0
1.27 1.755 0
1.266 1.758 0
1.262 1.761 0
1.259 1.763 0
1.255 1.766 0
1.251 1.769 0
1.248 1.772 0
1.244 1.775 0
1.24 1.777 0
1.236 1.78 0
1.232 1.783 0
1.229 1.785 0
1.225 1.788 0
1.221 1.791 0
1.217 1.794 0
1.214 1.796 0
1.21 1.799 0
1.206 1.801 0
1.202 1.804 0
1.198 1.807 0
1.195 1.809 0
1.191 1.812 0
1.187 1.814 0
1.183 1.817 0
1.179 1.82 0
1.176 1.822 0
1.172 1.825 0
1.168 1.827 0
1.164 1.83 0
1.16 1.832 0
1.156 1.835 0
1.152 1.837 0
1.149 1.84 0
1.145 1.842 0
1.141 1.845 0
1.137 1.847 0
1.133 1.849 0
1.13 1.852 0
1.126 1.854 0
1.122 1.856 0
1.118 1.859 0
1.115 1.861 0
1.111 1.863 0
1.107 1.866 0
1.103 1.868 0
1.099 1.87 0
1.096 1.873 0
1.092 1.875 0
1.088 1.877 0
1.084 1.88 0
1.08 1.882 0
1.076 1.884 0
1.072 1.887 0
1.068 1.889 0
1.064 1.891 0
1.06 1.894 0
1.056 1.896 0
1.052 1.899 0
1.048 1.901 0
1.043 1.903 0
1.039 1.906 0
1.035 1.908 0
1.031 1.91 0
1.027 1.913 0
1.022 1.915 0
1.018 1.917 0
1.014 1.92 0
1.01 1.922 0
1.006 1.924 0
1.002 1.926 0
0.999 1.928 0
0.995 1.931 0
0.991 1.933 0
0.987 1.935 0
0.983 1.937 0
0.979 1.939 0
0.975 1.941 0
0.971 1.944 0
0.967 1.946 0
0.964 1.948 0
0.96 1.95 0
0.956 1.952 0
0.953 1.954 0
0.949 1.955 0
0.946 1.957 0
0.942 1.959 0
0.938 1.961 0
0.935 1.963 0
0.931 1.965 0
0.927 1.967 0
0.924 1.969 0
0.92 1.971 0
0.917 1.973 0
0.913 1.974 0
0.909 1.976 0
0.906 1.978 0
0.902 1.98 0
0.898 1.982 0
0.895 1.983 0
0.891 1.985 0
0.888 1.987 0
0.884 1.988 0
0.88 1.99 0
0.877 1.992 0
0.873 1.994 0
0.87 1.995 0
0.866 1.997 0
0.862 1.999 0
0.859 2.0 0
0.855 2.002 0
0.851 2.004 0
0.848 2.006 0
0.844 2.007 0
0.84 2.009 0
0.837 2.011 0
0.833 2.012 0
0.829 2.014 0
0.826 2.016 0
0.822 2.018 0
0.818 2.019 0
0.815 2.021 0
0.811 2.023 0
0.807 2.025 0
0.803 2.027 0
0.799 2.029 0
0.796 2.031 0
0.792 2.033 0
0.788 2.035 0
0.784 2.037 0
0.78 2.039 0
0.776 2.041 0
0.772 2.042 0
0.768 2.044 0
0.764 2.046 0
0.76 2.048 0
0.756 2.05 0
0.752 2.052 0
0.747 2.054 0
0.743 2.055 0
0.738 2.057 0
0.734 2.059 0
0.73 2.061 0
0.726 2.062 0
0.721 2.064 0
0.717 2.066 0
0.713 2.067 0
0.708 2.069 0
0.704 2.07 0
0.7 2.072 0
0.696 2.073 0
0.691 2.075 0
0.687 2.076 0
0.683 2.078 0
0.679 2.079 0
0.674 2.081 0
0.67 2.082 0
0.666 2.083 0
0.661 2.085 0
0.657 2.086 0
0.653 2.088 0
0.648 2.089 0
0.644 2.091 0
0.64 2.092 0
0.635 2.094 0
0.631 2.095 0
0.627 2.096 0
0.622 2.098 0
0.618 2.099 0
0.614 2.101 0
0.609 2.102 0
0.605 2.103 0
0.601 2.105 0
0.597 2.106 0
0.592 2.107 0
0.588 2.109 0
0.584 2.11 0
0.579 2.111 0
0.575 2.113 0
0.571 2.114 0
0.566 2.115 0
0.562 2.116 0
0.558 2.117 0
0.553 2.118 0
0.549 2.12 0
0.545 2.121 0
0.541 2.122 0
0.536 2.123 0
0.532 2.124 0
0.528 2.125 0
0.523 2.127 0
0.519 2.128 0
0.515 2.129 0
0.51 2.13 0
0.506 2.131 0
0.501 2.133 0
0.497 2.134 0
0.492 2.135 0
0.488 2.136 0
0.484 2.137 0
0.479 2.138 0
0.475 2.139 0
0.47 2.141 0
0.466 2.142 0
0.461 2.143 0
0.456 2.144 0
0.452 2.145 0
0.447 2.146 0
0.443 2.148 0
0.439 2.149 0
0.434 2.15 0
0.43 2.151 0
0.425 2.152 0
0.421 2.153 0
0.417 2.154 0
0.412 2.155 0
0.408 2.156 0
0.404 2.156 0
0.399 2.157 0
0.395 2.158 0
0.391 2.159 0
0.386 2.16 0
0.382 2.161 0
0.377 2.161 0
0.373 2.162 0
0.369 2.163 0
0.364 2.164 0
0.36 2.165 0
0.356 2.165 0
0.351 2.166 0
0.347 2.167 0
0.343 2.168 0
0.338 2.168 0
0.334 2.169 0
0.33 2.17 0
0.325 2.171 0
0.321 2.172 0
0.317 2.172 0
0.312 2.173 0
0.308 2.174 0
0.304 2.175 0
0.299 2.176 0
0.295 2.177 0
0.29 2.177 0
0.286 2.178 0
0.281 2.179 0
0.277 2.18 0
0.272 2.181 0
0.268 2.182 0
0.263 2.183 0
0.259 2.184 0
0.254 2.185 0
0.25 2.186 0
0.245 2.187 0
0.241 2.188 0
0.236 2.189 0
0.232 2.19 0
0.228 2.191 0
0.223 2.191 0
0.218 2.192 0
0.214 2.193 0
0.209 2.194 0
0.205 2.195 0
0.2 2.196 0
0.196 2.197 0
0.191 2.198 0
0.187 2.199 0
0.182 2.2 0
0.177 2.2 0
0.172 2.201 0
0.168 2.202 0
0.163 2.203 0
0.159 2.204 0
0.154 2.204 0
0.149 2.205 0
0.144 2.206 0
0.14 2.207 0
0.135 2.207 0
0.131 2.208 0
0.126 2.209 0
0.122 2.209 0
0.117 2.21 0
0.112 2.21 0
0.108 2.211 0
0.103 2.212 0
0.098 2.212 0
0.094 2.213 0
0.089 2.213 0
0.084 2.214 0
0.079 2.214 0
0.074 2.215 0
0.069 2.215 0
0.064 2.216 0
0.06 2.216 0
0.055 2.216 0
0.05 2.217 0
0.046 2.217 0
0.041 2.218 0
0.036 2.218 0
0.032 2.218 0
0.027 2.219 0
0.023 2.219 0
0.019 2.219 0
0.014 2.22 0
0.01 2.22 0
0.005 2.22 0
0.001 2.22 0
-0.004 2.221 0
-0.008 2.221 0
-0.013 2.221 0
-0.017 2.221 0
-0.022 2.222 0
-0.026 2.222 0
-0.03 2.222 0
-0.035 2.222 0
-0.039 2.223 0
-0.043 2.223 0
-0.048 2.223 0
-0.052 2.224 0
-0.056 2.224 0
-0.061 2.224 0
-0.065 2.224 0
-0.069 2.224 0
-0.074 2.224 0
-0.078 2.225 0
-0.083 2.225 0
-0.088 2.225 0
-0.092 2.225 0
-0.097 2.225 0
-0.101 2.225 0
-0.106 2.225 0
-0.111 2.225 0
-0.116 2.225 0
-0.121 2.225 0
-0.126 2.225 0
-0.131 2.225 0
-0.136 2.225 0
-0.141 2.225 0
-0.145 2.225 0
-0.15 2.226 0
-0.155 2.226 0
-0.16 2.226 0
-0.165 2.226 0
-0.17 2.226 0
-0.175 2.226 0
-0.18 2.226 0
-0.185 2.226 0
-0.19 2.226 0
-0.195 2.226 0
-0.2 2.226 0
-0.205 2.226 0
-0.21 2.226 0
-0.214 2.226 0
-0.219 2.226 0
-0.224 2.226 0
-0.229 2.226 0
-0.234 2.226 0
-0.238 2.226 0
-0.243 2.225 0
-0.248 2.225 0
-0.253 2.225 0
-0.258 2.225 0
-0.264 2.224 0
-0.269 2.224 0
-0.274 2.224 0
-0.279 2.223 0
-0.284 2.223 0
-0.289 2.223 0
-0.295 2.222 0
-0.3 2.222 0
-0.305 2.222 0
-0.31 2.222 0
-0.316 2.221 0
-0.321 2.221 0
-0.326 2.221 0
-0.332 2.22 0
-0.337 2.22 0
-0.342 2.22 0
-0.347 2.219 0
-0.352 2.219 0
-0.358 2.218 0
-0.363 2.218 0
-0.368 2.217 0
-0.374 2.217 0
-0.379 2.216 0
-0.385 2.216 0
-0.39 2.215 0
-0.396 2.214 0
-0.401 2.214 0
-0.407 2.213 0
-0.412 2.212 0
-0.418 2.212 0
-0.423 2.211 0
-0.429 2.21 0
-0.434 2.21 0
-0.44 2.209 0
-0.445 2.208 0
-0.451 2.207 0
-0.457 2.207 0
-0.462 2.206 0
-0.468 2.205 0
-0.474 2.204 0
-0.479 2.203 0
-0.485 2.202 0
-0.491 2.201 0
-0.496 2.2 0
-0.502 2.199 0
-0.507 2.198 0
-0.513 2.197 0
-0.518 2.196 0
-0.524 2.195 0
-0.529 2.194 0
-0.535 2.193 0
-0.541 2.192 0
-0.546 2.19 0
-0.552 2.189 0
-0.558 2.188 0
-0.563 2.187 0
-0.569 2.185 0
-0.575 2.184 0
-0.581 2.183 0
-0.586 2.182 0
-0.592 2.18 0
-0.598 2.179 0
-0.604 2.178 0
-0.61 2.176 0
-0.616 2.175 0
-0.622 2.173 0
-0.627 2.172 0
-0.633 2.171 0
-0.639 2.169 0
-0.645 2.168 0
-0.65 2.166 0
-0.656 2.165 0
-0.662 2.163 0
-0.668 2.162 0
-0.673 2.161 0
-0.679 2.159 0
-0.685 2.158 0
-0.691 2.156 0
-0.697 2.155 0
-0.703 2.153 0
-0.709 2.152 0
-0.715 2.15 0
-0.721 2.149 0
-0.726 2.147 0
-0.732 2.146 0
-0.738 2.144 0
-0.744 2.143 0
-0.749 2.141 0
-0.755 2.14 0
-0.761 2.138 0
-0.767 2.137 0
-0.772 2.135 0
-0.778 2.134 0
-0.784 2.132 0
-0.789 2.131 0
-0.795 2.129 0
-0.801 2.127 0
-0.807 2.126 0
-0.813 2.124 0
-0.819 2.122 0
-0.825 2.121 0
-0.83 2.119 0
-0.836 2.117 0
-0.842 2.115 0
-0.848 2.113 0
-0.853 2.111 0
-0.859 2.109 0
-0.865 2.108 0
-0.87 2.106 0
-0.876 2.104 0
-0.882 2.102 0
-0.888 2.1 0
-0.893 2.098 0
-0.899 2.096 0
-0.905 2.094 0
-0.91 2.092 0
-0.916 2.09 0
-0.922 2.088 0
-0.928 2.086 0
-0.934 2.084 0
-0.939 2.081 0
-0.945 2.079 0
-0.951 2.077 0
-0.957 2.075 0
-0.962 2.073 0
-0.968 2.07 0
-0.974 2.068 0
-0.98 2.066 0
-0.986 2.064 0
-0.992 2.061 0
-0.997 2.059 0
-1.003 2.057 0
-1.009 2.055 0
-1.014 2.053 0
-1.02 2.051 0
-1.026 2.048 0
-1.032 2.046 0
-1.038 2.044 0
-1.044 2.042 0
-1.05 2.04 0
-1.056 2.038 0
-1.062 2.035 0
-1.068 2.033 0
-1.074 2.031 0
-1.08 2.028 0
-1.086 2.026 0
-1.092 2.023 0
-1.099 2.021 0
-1.105 2.018 0
-1.111 2.016 0
-1.117 2.013 0
-1.124 2.01 0
-1.13 2.008 0
-1.136 2.005 0
-1.143 2.002 0
-1.149 1.999 0
-1.155 1.996 0
-1.161 1.993 0
-1.168 1.99 0
-1.174 1.987 0
-1.18 1.984 0
-1.187 1.981 0
-1.193 1.978 0
-1.199 1.976 0
-1.205 1.973 0
-1.211 1.97 0
-1.217 1.967 0
-1.224 1.964 0
-1.23 1.962 0
-1.236 1.959 0
-1.242 1.956 0
-1.248 1.953 0
-1.254 1.95 0
-1.26 1.947 0
-1.266 1.944 0
-1.272 1.942 0
-1.278 1.939 0
-1.284 1.936 0
-1.29 1.933 0
-1.296 1.929 0
-1.302 1.926 0
-1.309 1.923 0
-1.315 1.92 0
-1.321 1.916 0
-1.327 1.913 0
-1.333 1.91 0
-1.339 1.906 0
-1.344 1.903 0
-1.35 1.9 0
-1.357 1.896 0
-1.363 1.893 0
-1.369 1.889 0
-1.375 1.886 0
-1.381 1.882 0
-1.387 1.879 0
-1.393 1.875 0
-1.399 1.872 0
-1.404 1.869 0
-1.41 1.865 0
-1.416 1.862 0
-1.422 1.858 0
-1.427 1.855 0
-1.433 1.851 0
-1.439 1.848 0
-1.444 1.844 0
-1.45 1.841 0
-1.455 1.837 0
-1.461 1.834 0
-1.466 1.83 0
-1.472 1.827 0
-1.477 1.824 0
-1.483 1.82 0
-1.488 1.817 0
-1.494 1.813 0
-1.499 1.81 0
-1.505 1.806 0
-1.51 1.803 0
-1.516 1.799 0
-1.521 1.796 0
-1.527 1.792 0
-1.532 1.789 0
-1.538 1.785 0
-1.543 1.782 0
-1.548 1.778 0
-1.554 1.775 0
-1.559 1.772 0
-1.564 1.768 0
-1.569 1.765 0
-1.574 1.762 0
-1.58 1.759 0
-1.585 1.755 0
-1.589 1.752 0
-1.594 1.749 0
-1.599 1.746 0
-1.604 1.743 0
-1.609 1.74 0
-1.614 1.736 0
-1.619 1.733 0
-1.624 1.73 0
-1.629 1.727 0
-1.634 1.723 0
-1.639 1.72 0
-1.644 1.716 0
-1.649 1.713 0
-1.654 1.71 0
-1.659 1.706 0
-1.663 1.703 0
-1.668 1.699 0
-1.673 1.696 0
-1.678 1.692 0
-1.683 1.689 0
-1.688 1.685 0
-1.693 1.682 0
-1.698 1.678 0
-1.703 1.674 0
-1.709 1.671 0
-1.714 1.667 0
-1.719 1.663 0
-1.724 1.659 0
-1.729 1.656 0
-1.734 1.652 0
-1.739 1.648 0
-1.744 1.645 0
-1.749 1.641 0
-1.754 1.637 0
-1.76 1.633 0
-1.765 1.629 0
-1.77 1.625 0
-1.775 1.621 0
-1.78 1.617 0
-1.785 1.613 0
-1.79 1.609 0
-1.795 1.605 0
-1.8 1.601 0
-1.805 1.597 0
-1.81 1.592 0
-1.815 1.588 0
-1.82 1.584 0
-1.825 1.579 0
-1.83 1.575 0
